,category,headline,authors,link,short_description,date
3359,POLITICS,New York Governor Calls For Investigation Of State Senator Following HuffPost Report,Doha Madani and Sebastian Murdock,https://www.huffingtonpost.com/entry/cuomo-investigation-sexual-harassment-klein_us_5a56d059e4b0a300f905c0a0,Cuomo is asking for an investigation into state Sen. Jeff Klein hours after sexual harassment allegations were revealed.,2018-01-11
3360,POLITICS,Ben Carson Had A Hilarious Statement After Losing The South Carolina Primary,Nick Baumann,https://www.huffingtonpost.com/entry/ben-carson-south-carolina-statement_us_56c93467e4b0ec6725e2eb44,"Everyone except Trump lost, really.",2016-02-21
3361,POLITICS,The Trump Team Still Hasn't Explained Why It Took 18 Days To Fire Michael Flynn,Paige Lavender and Mollie Reilly,https://www.huffingtonpost.com/entry/donald-trump-michael-flynn-timeline_us_58a38663e4b094a129f02498,The White House says Trump was briefed on Flynn's Russia call in late January.,2017-02-14
3362,POLITICS,Trump’s HHS Nominee Got A Sweetheart Deal From A Foreign Biotech Firm,Kaiser Health News,https://www.huffingtonpost.com/entry/trumps-hhs-nominee-got-a-sweetheart-deal-from-a-foreign-biotech-firm_us_587d32d4e4b0a1c97c3dc531,Tom Price's stock deals resurrect concerns about powerful public officials gaining investment opportunities unavailable to the public.,2017-01-16
3363,POLITICS,'Defunding' Planned Parenthood Would Really Screw Paul Ryan's District,Laura Bassett,https://www.huffingtonpost.com/entry/planned-parenthood-paul-ryan_us_58b056bde4b0780bac289fd4,"""There's literally nowhere else to go for family planning,"" said one of his constituents.",2017-02-24
3364,POLITICS,Obama Is Reinstating Pell Grants For Prisoners,"Beth Schwartzapfel, The Marshall Project",https://www.huffingtonpost.com/entry/obama-pell-grants-prisoners_us_55ba7d42e4b0d4f33a020694,But will politics eventually trump cost and data?,2015-07-30
3365,CRIME,This Fake Gun Made From Soap Was Part Of Prison Escape Plot,Lee Moran,https://www.huffingtonpost.com/entry/fake-gun-prison-escape_us_5651b44be4b0879a5b0b59f2,Two prisoners face additional charges after the phony weapon was discovered inside a cell.,2015-11-22
3366,POLITICS,Congress Should Ask Mike Pompeo About Torture In Yemen,Akbar Shahid Ahmed,https://www.huffingtonpost.com/entry/mike-pompeo-torture-yemen-uae_us_5ace7574e4b08337adc90a73,A U.S. ally reportedly electrocuted prisoners and packed them into metal containers. Pompeo kept working with that nation.,2018-04-11
3367,POLITICS,Why Conservative Catholics Should Chill About The Pope,Arthur Delaney,https://www.huffingtonpost.com/entry/pope-francis-conservatives_us_56002c9de4b08820d9196673,"""Francis is a big liberal on economic issues and a social conservative.""",2015-09-21
3368,POLITICS,Duck Dynasty Family Cousin Announces Congressional Bid,Alex Lazar,https://www.huffingtonpost.com/entry/zach-dasher-congress_n_5499421.html,,2014-06-16
3369,POLITICS,The Great Republican Revolt,,https://www.huffingtonpost.comhttp://www.theatlantic.com/magazine/archive/2016/01/the-great-republican-revolt/419118/,The angriest and most pessimistic people in America aren’t the hipster protesters who flitted in and out of Occupy Wall Street,2015-12-22
3370,POLITICS,Mike Pence Is The Anti-Trump,"The Conversation US, ContributorIndependent source of news and analysis, from experts in the a...",https://www.huffingtonpost.com/entry/mike-pence-is-the-anti-tr_b_11031934.html,His candidacy is based on the premise that he is beholden to no one and that he is a powerful person capable of imposing his will through sheer force of personality. This is nothing more than theater.,2016-07-16
3371,CRIME,Alleged Sex Offender Found With 4 Missing Children In Louisiana,Nina Golgowski,https://www.huffingtonpost.com/entry/joseph-moreno-penny-rascon_us_57c58605e4b0cdfc5ac91bf5,"Joseph Moreno, 37, and Penny Rascon, 37, had been wanted in California.",2016-08-30
3372,POLITICS,"Despite Campaign Boasts, Trump Has No Idea How To Handle Classified Material",Amanda Terkel,https://www.huffingtonpost.com/entry/trump-classified-material_us_591a4602e4b07d5f6ba57a06,"Trump often went after Hillary Clinton for being ""extremely careless"" with classified information.",2017-05-16
3373,POLITICS,We Can’t Afford A Plan That Puts A Tax On America’s Future,"Rep. Raja Krishnamoorthi, ContributorRepresentative, U.S. Congress (IL-08)",https://www.huffingtonpost.com/entry/we-cant-afford-a-plan-that-puts-a-tax-on-americas_us_5a33e445e4b0e1b4472ae5b2,Our best path to economic growth and global competitiveness is to invest in our people – not to provide huge new tax breaks to special interests.,2017-12-15
3374,POLITICS,#ThisIsNotUs But #ThisIsAlsoWhoWeAre,"Ali Michael, Ph.D., ContributorTeacher educator, consultant, writer, filmmaker",https://www.huffingtonpost.com/entry/thisisnotus-and-thisisalsowhoweare_us_5993bcb9e4b0eef7ad2c0265,"After I left for college, my family hosted a delightful exchange student from Rome.  Her name was Chiara, and she lived with",2017-08-16
3375,CRIME,2013's Top Ten Crime Stories,David Lohr,https://www.huffingtonpost.com/entry/top-10-crimes-2013_us_5ba2b071e4b0c2784da4597d,Crime stories dominated the headlines in 2013 like no year in recent history. In the past 12 months we've seen the Boston,2013-12-29
3376,CRIME,Mercy Over Vengeance for Dzhokhar Tsarnaev,"Warren J. Blumenfeld, ContributorIndependent Writer",https://www.huffingtonpost.com/entry/mercy-over-vengeance-for-dzhokhar-tsarnaev_b_7030046.html,"We are Boston Strong in our resolve to remain united in the face of tragedy. We are Boston Strong in our ability to show mercy amid our grief. We are Boston Strong in our belief that in the midst of tragedy, we may now truly begin the healing process.",2015-04-16
3377,POLITICS,Christian Pastors In Alabama Seek To Build Momentum In Opposing Roy Moore,Carol Kuruvilla,https://www.huffingtonpost.com/entry/christian-pastors-in-alabama-seek-to-build-momentum-in-opposing-roy-moore_us_5a131a42e4b0aa32975cc552,Their disapproval of him is nothing new.,2017-11-20
3378,CRIME,Police: Man Fatally Shoots Self While Demonstrating How To Clean Gun,,https://www.huffingtonpost.com/entry/josmel-herrera-shoots-self-cleaning-gun_us_567aa43ee4b06fa6887f762d,Josmel Herrera was on a video call with a relative when he accidentally shot himself.,2015-12-23
3379,POLITICS,Republicans Use Abortion Fight To Jam Loretta Lynch Nomination,Jennifer Bendery,https://www.huffingtonpost.com/entry/republicans-loretta-lynch_n_7075276.html,,2015-04-16
3380,POLITICS,This Is How The White House Hopes To Improve Education For Incarcerated Students With Disabilities,Joy Resmovits,https://www.huffingtonpost.com/entry/incarcerated-students-wit_n_6286088.html,,2014-12-08
3381,POLITICS,The Limits of Corporate Citizenship: Why Walgreen Shouldn't Be Allowed to Influence U.S. Politics If It Becomes Swiss,"Robert Reich, ContributorChancellor's Professor of Public Policy, University of Califor...",https://www.huffingtonpost.com/entry/the-limits-of-corporate-citizenship-walgreen_b_5561994.html,"Walgreen, the largest drugstore chain in the U.S. with more than 8,700 drugstores spread across the nation, is on the verge of moving its corporate headquarters to Switzerland as part of a merger with Alliance Boots, the European drugstore chain.",2014-07-06
3382,CRIME,Florida Men Charged With Attempting To Support Islamic State,,https://www.huffingtonpost.com/entry/florida-islamic-state_us_579296d3e4b0d3568f835793,"The men allegedly expressed support for recent mass shootings, and hoped to join ISIS.",2016-07-22
3383,POLITICS,Supreme Court Set To Issue Major Abortion Ruling,"Lawrence Hurley, Reuters",https://www.huffingtonpost.com/entry/supreme-court-set-to-issue-major-abortion-ruling_us_576fc8fde4b0f1683239d35e,The decision is about whether a Republican-backed 2013 Texas law placed an undue burden on women exercising their constitutional right to abortion.,2016-06-26
3384,POLITICS,"Tiny St. Louis County Town Used Police Force As 'Bullies,' Former Mayor Claims",Mariah Stewart,https://www.huffingtonpost.com/entry/pine-lawn-lawsuit-adrian-wright_n_7112282.html,,2015-04-22
3385,POLITICS,"Dear Twitter, Its Time To Suspend Donald Trump","Rachel Mason, ContributorRachel Mason, Artist",https://www.huffingtonpost.com/entry/dear-twitter-its-time-to-suspend_us_59e0414ae4b02e99c5835565,"Dear Twitter, I’m sure you never imagined one day you’d have to disable the account of a sitting American President, but",2017-10-13
3386,CRIME,"Phone Sex Is Not Prostitution, Italian Court Rules",,https://www.huffingtonpost.com/entry/phone-sex-prostitution-legal-italy_us_5ba2a40fe4b0c2784da3bb6d,Hat Tip: Fark The defendant had paid a woman to provide phone sex to one of his business clients. The lower court said that,2012-09-02
3387,POLITICS,,Sam Levine,https://www.huffingtonpost.com/entry/donald-trump-time-person-of-the-year_us_584814a5e4b0d0df18371baa,There's been a lot of whiplash in 2016.,2016-12-07
3388,POLITICS,Here's Who The Obamas Invited To The State Of The Union Address,Igor Bobic,https://www.huffingtonpost.com/entry/state-of-the-union-guests_us_569280b6e4b0a2b6fb707a42,The president will deliver his final address to Congress on Tuesday.,2016-01-10
3389,CRIME,"Everybody Deserves a Second Chance, Right?","Steven Brill, ContributorNew York State and Federal Criminal Defense Attorney",https://www.huffingtonpost.com/entry/everybody-deserves-a-second-chance-right_b_6794760.html,"What this boils down to is second chances.  New starts.  Fair shots.  Sounds very American to me.  As a criminal defense attorney who has represented many individuals charged with criminal acts, I have seen first-hand those clients who have a lot to offer society, but are shut out because of an isolated mistake.",2015-03-12
3390,POLITICS,Why I Will Not Attend The 2018 State Of The Union,"Rep. Pramila Jayapal, ContributorU.S. Representative, Washington's 7th District",https://www.huffingtonpost.com/entry/why-i-will-not-attend-the-2018-state-of-the-union_us_5a5ebda1e4b00a7f171b9516,“This is our own form of nonviolent resistance.”,2018-01-17
3391,POLITICS,Former Ethics Chief: Trump Is Being 'Held To A Lower Standard' Than His Staff,Marina Fang,https://www.huffingtonpost.com/entry/trump-ethics-walter-shaub_us_596f47e8e4b0000eb1974271,"Walter Shaub continues to warn that Trump has created, at minimum, ""the appearance of profiting from the presidency.""",2017-07-19
3392,POLITICS,The Amazing Lawyers Who Made The Supreme Court Abortion Victory Happen,"Dorothy Samuels, ContributorSenior fellow at the Brennan Center for Justice at New York Un...",https://www.huffingtonpost.com/entry/supreme-court-abortion-lawyers_b_10784774.html,"In all, the case is a triumph for honest judging and a freer and more just America. Something to celebrate over this long Fourth of July weekend.",2016-07-02
3393,CRIME,Man Killed While Hanging Holiday Lights Was Planning 'Winter Wonderland' Proposal,"The Capital, Annapolis, Md., The Capital, Annapolis, Md.",https://www.huffingtonpost.com/entry/jason-byrnes_us_5ba2bdb3e4b0c2784da55549,They didn't see him die. Byrnes asked to decorate Schrama's home since it sits on Walnut Avenue where the cars pass. He rented,2013-12-24
3394,CRIME,"Cop Who Shot Flagpole-Wielding Attacker Appears Justified, Chief Says",Steven Hoffer,https://www.huffingtonpost.com/entry/nathan-blanford_n_7586236.html,,2015-06-15
3395,POLITICS,Finding Comfort In The Political Success Of Other Countries,"David Coates, ContributorWorrell Professor of Anglo-American Studies, Wake Forest Unive...",https://www.huffingtonpost.com/entry/taking-comfort-from-the-success-of-others_us_5964214fe4b09be68c0054f5,There may well be lessons to be learned from watching progressive politics in the UK.,2017-07-11
3396,POLITICS,States Work To Help People With Disabilities Find Work,"Sophie Quinton, Pew's Stateline",https://www.huffingtonpost.com/entry/employment-people-with-disabilities_us_55fad088e4b00310edf5f1a6,The term “people with disabilities” encompasses people with all types of mental and physical disabilities.,2015-09-17
3397,CRIME,'It Was An Execution': Wife Of Man Killed By Arizona Cop Speaks Out,David Lohr,https://www.huffingtonpost.com/entry/daniel-shaver-killing-laney-sweet_us_5a31847ce4b091ca2684fabd,"Laney Sweet's husband was shot with an AR-15 rifle bearing the inscription ""you're f**ked,"" court documents state.",2017-12-13
3398,POLITICS,"Sorry, Donald Trump. But Megyn Kelly Is A Fantastic Debate Moderator.",,https://www.huffingtonpost.comhttps://www.washingtonpost.com/news/the-fix/wp/2016/01/29/megyn-kelly-is-a-very-good-debate-moderator-heres-proof/,"There was no avoiding it, and Fox News Channel didn't really try: Megyn Kelly was the star of the show at Thursday's Republican",2016-01-29
3399,POLITICS,Forecaster: Dems Favored To Retake Senate If Trump Or Cruz Is Nominee,,https://www.huffingtonpost.comhttp://blogs.rollcall.com/rothenblog/democratic-senate-takeover-moves-possible-probable/,With Donald Trump and Texas Sen. Ted Cruz seemingly positioned to fight it out for the Republican presidential nomination,2016-03-08
3400,CRIME,Movie Theater Prank Frightens Many And Injures 3 In California,Michael McLaughlin,https://www.huffingtonpost.com/entry/movie-theater-prank-leaf-blower_us_55ca30d8e4b0923c12be3d01,"Someone wielding a ""chainsaw"" -- actually, a leaf blower -- decided to ruin everyone's evening.",2015-08-11
3401,CRIME,"Erika Perdue, Dallas Socialite, Arrested For Allegedly Trading Child Pornography From Mansion",Hilary Hanson,https://www.huffingtonpost.com/entry/erika-perdue-dallas-socialite_us_5ba29e75e4b0c2784da38f45,"Perdue allegedly confessed to agents that she has been distributing child pornography since 1999, ABC reports. Court documents",2012-06-03
3402,CRIME,"Shooting At High School Prom Leaves 1 Dead, 2 Students Injured",Nina Golgowski,https://www.huffingtonpost.com/entry/shooting-at-high-school-prom_us_571cbb6ae4b0d4d3f7239cea,"The students were leaving Antigo High School when they were wounded by a suspect armed with a rifle, police said.",2016-04-24
3403,CRIME,"Colorado Church Remembers Fallen Officer, Asks Forgiveness For Shooter",Ryan Grenoble and Kim Bellware,https://www.huffingtonpost.com/entry/garrett-swasey-church_us_565b2b30e4b079b2818aa7fc,"Garrett Swasey was a ""very selfless man who truly cared,"" church friends say.",2015-11-29
3404,POLITICS,Senators Introduce Bill To Protect Animals After Dog Dies On United Flight,Antonia Blumberg,https://www.huffingtonpost.com/entry/welfare-of-our-furry-friends-act_us_5aaaabb1e4b04221740d2f7b,"“I don’t particularly enjoy having to legislate, or trying to legislate, common decency,"" said Sen. John Kennedy.",2018-03-15
3405,POLITICS,Obama Weighs Options To Cover Contraception,,https://www.huffingtonpost.com/entry/obama-weighs-steps-to-cov_n_5559649.html,,2014-07-05
3406,POLITICS,"Facing Challenge From The Right, GOP Lawmaker Pulls Support For Immigration Bill",Amanda Terkel and Elise Foley,https://www.huffingtonpost.com/entry/martha-mcsally-senate_us_5af4ae35e4b00d7e4c18c747,Rep. Martha McSally of Arizona is running in a Senate primary against conservative favorites Kelli Ward and Joe Arpaio.,2018-05-10
3407,CRIME,Arrested Gunrunner Smuggled Weapons By Bus Into NYC,"Tom Hays, AP",https://www.huffingtonpost.com/entry/gun-smuggling-nyc_us_56201a97e4b06462a13b6c57,NEW YORK (AP) — A gunrunner who smuggled more than 100 weapons from Atlanta and Pittsburgh into New York City on cheap interstate,2015-10-15
