S.no,category,headline,authors,link,short_description,date,text,processed_text,text_length
4915,POLITICS,Inside The 2016 Fight For The White Working Class,Dave Jamieson,https://www.huffingtonpost.com/entry/donald-trump-working-class-voters_us_57c07874e4b02673444fe787,A pro-Clinton labor group is going after Donald Trump's core demographic in swing states.,2016-08-27,Inside The 2016 Fight For The White Working Class A pro-Clinton labor group is going after Donald Trump's core demographic in swing states.,inside fight white working class labor group going donald trump core demographic swing state,92
4747,POLITICS,GOP Congressman Needs To Talk To His Wife Before Backing Donald Trump,Laura Barrón-López,https://www.huffingtonpost.com/entry/tim-huelskamp-donald-trump_us_57388a9ee4b08f96c18367b4,"""Will voters show up and still vote for a guy like this?""",2016-05-15,"GOP Congressman Needs To Talk To His Wife Before Backing Donald Trump ""Will voters show up and still vote for a guy like this?""",gop congressman need talk wife backing donald trump voter show still vote guy like,82
4625,POLITICS,This Middle School Is Helping Students Earn College Credits,"Susan Frey, EdSource",https://www.huffingtonpost.com/entry/hayward-unified-college-credit_us_56b4f6cce4b04f9b57d97d8f,"""What better way to promote college and career readiness?”",2016-02-05,"This Middle School Is Helping Students Earn College Credits ""What better way to promote college and career readiness?”",middle school helping student earn college credit better way promote college career readiness,93
6571,POLITICS,Trump Crosses Paths With His Nemesis On Campaign's Final Day,S.V. Date,https://www.huffingtonpost.com/entry/trump-obama-new-hampshire_us_5820d7bfe4b0e80b02cbc48c,The GOP nominee has been seething at President Obama since that 2011 public humiliation.,2016-11-08,Trump Crosses Paths With His Nemesis On Campaign's Final Day The GOP nominee has been seething at President Obama since that 2011 public humiliation.,trump cross path nemesis campaign final day gop nominee seething president obama since public humiliation,105
1523,CRIME,College Student Dies After Choking During Pancake-Eating Contest,David Moye,https://www.huffingtonpost.com/entry/caitlin-nelson-choke-pancake-eating-contest_us_58e273dfe4b0c777f7893588,"Her death ""was a tragic accident,"" police say.",2017-04-03,"College Student Dies After Choking During Pancake-Eating Contest Her death ""was a tragic accident,"" police say.",college student dy choking contest death tragic accident police say,67
3766,CRIME,Texas Officer Gives Pot-Smoking Teen A Choice: Jail Or 200 Pushups,Chris D'Angelo,https://www.huffingtonpost.com/entry/texas-police-pushups-marijuana_us_586400c8e4b0eb586487daf5,"""We need more cops like this.""",2016-12-29,"Texas Officer Gives Pot-Smoking Teen A Choice: Jail Or 200 Pushups ""We need more cops like this.""",texas officer give teen choice jail pushup need cop like,56
2494,POLITICS,On Fighting the Fight...,"Micah D.R. Bower, ContributorGrammar and punctuation enthusiast and new(ish) mother. Milita...",https://www.huffingtonpost.com/entry/on-fighting-the-fight_b_10429294.html,"I love politics. I've always been pretty involved with election cycles. My first presidential election was in 2000. I voted for W. I regret nothing. In 2004, I again voted for W. I regret nothing. In 2008, I was torn between Obama and Hillary, voted Obama in the primary and then again in the general. I regret nothing. In 2012, I voted the crap out of Obama. I regret nothing.",2016-06-12,"On Fighting the Fight... I love politics. I've always been pretty involved with election cycles. My first presidential election was in 2000. I voted for W. I regret nothing. In 2004, I again voted for W. I regret nothing. In 2008, I was torn between Obama and Hillary, voted Obama in the primary and then again in the general. I regret nothing. In 2012, I voted the crap out of Obama. I regret nothing.",fighting fight love politics always pretty involved election cycle first presidential election voted regret nothing voted regret nothing torn obama hillary voted obama primary general regret nothing voted crap obama regret nothing,230
6725,POLITICS,One Of Donald Trump's Favorite Talking Points Is Kind Of Bogus,S.V. Date,https://www.huffingtonpost.com/entry/trump-most-votes-reagan-eisenhower_us_577d5f52e4b01edea78c4336,"Yes, Trump got the most GOP primary votes to date -- thanks to millions more voters and way more primaries.",2016-07-06,"One Of Donald Trump's Favorite Talking Points Is Kind Of Bogus Yes, Trump got the most GOP primary votes to date -- thanks to millions more voters and way more primaries.",one donald trump favorite talking point kind bogus yes trump got gop primary vote date thanks million voter way primary,119
1754,POLITICS,U.S. Labels Rohingya Crisis An 'Ethnic Cleansing',,https://www.huffingtonpost.com/entry/tillerson-rohingya-ethnic-cleansing_us_5a157f76e4b03dec82495312,The U.S. is considering targeted sanctions against those responsible.,2017-11-22,U.S. Labels Rohingya Crisis An 'Ethnic Cleansing' The U.S. is considering targeted sanctions against those responsible.,label rohingya crisis cleansing considering targeted sanction responsible,73
7168,POLITICS,Clinton v. Warren: A Battle for the Soul of the Democratic Party in NYC This Week,"Jeanne Zaino, ContributorPolitical analyst, columnist, author, pollster and professor",https://www.huffingtonpost.com/entry/clinton-v-warren-a-battle_b_5858816.html,"She may want to talk about giving us a 'fighting chance' and the 'fair shot' we deserve. But Truman-esque and Warren-esque don't work for Clinton because, for better or worse, we know her, specifically Democratic party goers know her, far too well.",2014-09-23,"Clinton v. Warren: A Battle for the Soul of the Democratic Party in NYC This Week She may want to talk about giving us a 'fighting chance' and the 'fair shot' we deserve. But Truman-esque and Warren-esque don't work for Clinton because, for better or worse, we know her, specifically Democratic party goers know her, far too well.",clinton warren battle soul democratic party nyc week may want talk giving u chance shot deserve work clinton better worse know specifically democratic party goer know far well,175
2759,POLITICS,"Arizona Tried To Illegally Import Execution Drug, Documents Show","ASTRID GALVAN, AP",https://www.huffingtonpost.com/entry/arizona-tried-to-illegally-import-execution-drug_us_56299a82e4b0ec0a3893fa55,Some states have been struggling to obtain legal execution drugs for several years after European companies refused to sell the drugs.,2015-10-23,"Arizona Tried To Illegally Import Execution Drug, Documents Show Some states have been struggling to obtain legal execution drugs for several years after European companies refused to sell the drugs.",arizona tried illegally import execution drug document show state struggling obtain legal execution drug several year european company refused sell drug,152
7436,CRIME,Doc Says There's A Reason His Semen Could Be On A Patient's Face,Ron Dicker,https://www.huffingtonpost.com/entry/doc-says-theres-a-reason-his-semen-could-be-on-patients-face_us_56f544d8e4b014d3fe22dc40,He's charged with sexually abusing four women in ER.,2016-03-25,Doc Says There's A Reason His Semen Could Be On A Patient's Face He's charged with sexually abusing four women in ER.,doc say reason semen could patient face charged sexually abusing four woman er,78
294,CRIME,Laquan McDonald's Shooting Is Just The Latest Episode In Chicago Police's Brutal History,Kim Bellware,https://www.huffingtonpost.com/entry/brutal-history-chicago-police_us_56564af0e4b072e9d1c1c06e,"City officials have framed the cop who killed McDonald as one bad apple, but the department has been rotten for almost a century.",2015-11-26,"Laquan McDonald's Shooting Is Just The Latest Episode In Chicago Police's Brutal History City officials have framed the cop who killed McDonald as one bad apple, but the department has been rotten for almost a century.",laquan mcdonald shooting latest episode chicago police brutal history city official framed cop killed mcdonald one bad apple department rotten almost century,157
7564,POLITICS,A Congressman Accidentally Speaks The Truth About The GOP Health Plan,"Philip Rotner, Contributor@PhilipRotner, Attorney and Columnist",https://www.huffingtonpost.com/entry/a-congressman-accidentally-speaks-the-truth-about-the_us_5907f5f0e4b03b105b44bb9e,"Sick people aren’t going to pay higher premiums, they'll just have the privilege of ""contributing"" more to the insurance pool.",2017-05-02,"A Congressman Accidentally Speaks The Truth About The GOP Health Plan Sick people aren’t going to pay higher premiums, they'll just have the privilege of ""contributing"" more to the insurance pool.",congressman accidentally speaks truth gop health plan sick people going pay higher premium privilege contributing insurance pool,128
1845,CRIME,Man Pulls Gun On Clerk Over 'Faulty' Penis Pump,Lee Moran,https://www.huffingtonpost.com/entry/penis-pump-exchange-pistol_us_567e79cee4b0b958f6597964,"The adult video store worker said the problems were down to ""operator error.""",2015-12-26,"Man Pulls Gun On Clerk Over 'Faulty' Penis Pump The adult video store worker said the problems were down to ""operator error.""",man pull gun clerk penis pump adult video store worker said problem operator error,82
7126,POLITICS,Ben Carson’s Delusional Fantasy World: The Truth About Victim Blaming In The Modern GOP,,https://www.huffingtonpost.comhttp://www.salon.com/2015/10/13/ben_carsons_delusional_fantasy_world_the_truth_about_victim_blaming_in_the_modern_republican_party/,"The presidential hopeful, like many on the right, are clinging to a set of biases that blind them to reality",2015-10-13,"Ben Carson’s Delusional Fantasy World: The Truth About Victim Blaming In The Modern GOP The presidential hopeful, like many on the right, are clinging to a set of biases that blind them to reality",ben carson delusional fantasy world truth victim blaming modern gop presidential hopeful like many right clinging set bias blind reality,136
525,POLITICS,White House Denies Report That Part of Its  Science And Technology Office Is Empty,Carla Herreria,https://www.huffingtonpost.com/entry/white-house-science-division-zero-staff_us_595836bae4b05c37bb7ed69e,Former staffers say the office's science division now has no employees.,2017-07-02,White House Denies Report That Part of Its  Science And Technology Office Is Empty Former staffers say the office's science division now has no employees.,white house denies report part science technology office empty former staffer say office science division employee,114
7303,POLITICS,Trump Is Doing Exactly What He Promised To Do About Conflicts Of Interest: Almost Nothing,Ben Walsh and Paul Blumenthal,https://www.huffingtonpost.com/entry/trump-conflicts-of-interest_us_5849a199e4b04002fa804550,Eleven months ago he said his kids would run his business.,2016-12-08,Trump Is Doing Exactly What He Promised To Do About Conflicts Of Interest: Almost Nothing Eleven months ago he said his kids would run his business.,trump exactly promised conflict interest almost nothing eleven month ago said kid would run business,100
